Year,Team,Week,OppTeam
2017,Northern Illinois,13,Central Michigan
2017,Northern Illinois,15,Duke
2017,NC State,1,South Carolina
2017,NC State,2,Marshall
2017,NC State,3,Furman
2017,NC State,4,Florida State
2017,NC State,5,Syracuse
2017,NC State,6,Louisville
2017,NC State,7,Pittsburgh
2017,NC State,8,na 
2017,NC State,9,Notre Dame
2017,NC State,10,Clemson
2017,NC State,11,Boston College
2017,NC State,12,Wake Forest
2017,NC State,13,North Carolina
2017,NC State,15,Arizona State
2017,Navy,1,Florida Atlantic
2017,Navy,2,Tulane
2017,Navy,3,na 
2017,Navy,4,Cincinnati
2017,Navy,5,Tulsa
2017,Navy,6,Air Force
2017,Navy,7,Memphis
2017,Navy,8,UCF
2017,Navy,9,na 
2017,Navy,10,Temple
2017,Navy,11,SMU
2017,Navy,12,Notre Dame
2017,Navy,13,Houston
2017,Navy,14,na 
2017,Navy,15,Army
2017,Navy,15,Virginia
2017,Nebraska,1,Arkansas State
2017,Nebraska,2,Oregon
2017,Nebraska,3,Northern Illinois
2017,Nebraska,4,Rutgers
2017,Nebraska,5,Illinois
2017,Nebraska,6,Wisconsin
2017,Nebraska,7,Ohio State
2017,Nebraska,8,na 
2017,Nebraska,9,Purdue
2017,Nebraska,10,Northwestern
2017,Nebraska,11,Minnesota
2017,Nebraska,12,Penn State
2017,Nebraska,13,Iowa
2017,Nevada,1,Northwestern
2017,Nevada,2,Toledo
2017,Nevada,3,Idaho State
2017,Nevada,4,Washington State
2017,Nevada,5,Fresno State
2017,Nevada,6,Hawaii
2017,Nevada,7,Colorado State
2017,Nevada,8,Air Force
2017,Nevada,9,na 
2017,Nevada,10,Boise State
2017,Nevada,11,San Jose State
2017,Nevada,12,San Diego State
2017,Nevada,13,UNLV
2017,New Mexico,1,Abilene Christian
2017,New Mexico,2,New Mexico State
2017,New Mexico,3,Boise State
2017,New Mexico,4,Tulsa
2017,New Mexico,5,Air Force
2017,New Mexico,6,na 
2017,New Mexico,7,Fresno State
2017,New Mexico,8,Colorado State
2017,New Mexico,9,Wyoming
2017,New Mexico,10,Utah State
2017,New Mexico,11,Texas A&M
2017,New Mexico,12,UNLV
2017,New Mexico,13,San Diego State
2017,New Mexico State,1,Arizona State
2017,New Mexico State,2,New Mexico
2017,New Mexico State,3,Troy
2017,New Mexico State,4,UTEP
2017,New Mexico State,5,Arkansas
2017,New Mexico State,6,Appalachian State
2017,New Mexico State,7,Georgia Southern
2017,New Mexico State,8,na 
2017,New Mexico State,9,Arkansas State
2017,New Mexico State,10,Texas State
2017,New Mexico State,11,na 
2017,New Mexico State,12,Louisiana-Lafayette
2017,New Mexico State,13,Idaho
2017,New Mexico State,14,South Alabama
2017,New Mexico State,15,Utah State
2017,North Carolina,1,California
2017,North Carolina,2,Louisville
2017,North Carolina,3,Old Dominion
2017,North Carolina,4,Duke
2017,North Carolina,5,Georgia Tech
2017,North Carolina,6,Notre Dame
2017,North Carolina,7,Virginia
2017,North Carolina,8,Virginia Tech
2017,North Carolina,9,Miami
2017,North Carolina,10,na 
2017,North Carolina,11,Pittsburgh
2017,North Carolina,12,Western Carolina
2017,North Carolina,13,NC State
2017,North Texas,1,Lamar
2017,North Texas,2,SMU
2017,North Texas,3,Iowa
2017,North Texas,4,UAB
2017,North Texas,5,Southern Miss
2017,North Texas,6,na 
2017,North Texas,7,UTSA
2017,North Texas,8,Florida Atlantic
2017,North Texas,9,Old Dominion
2017,North Texas,10,Louisiana Tech
2017,North Texas,11,UTEP
2017,North Texas,12,Army
2017,North Texas,13,Rice
2017,North Texas,14,Florida Atlantic
2017,North Texas,15,Troy
2017,Northwestern,1,Nevada
2017,Northwestern,2,Duke
2017,Northwestern,3,Bowling Green
2017,Northwestern,4,na 
2017,Northwestern,5,Wisconsin
2017,Northwestern,6,Penn State
2017,Northwestern,7,Maryland
2017,Northwestern,8,Iowa
2017,Northwestern,9,Michigan State
2017,Northwestern,10,Nebraska
2017,Northwestern,11,Purdue
2017,Northwestern,12,Minnesota
2017,Northwestern,13,Illinois
2017,Northwestern,15,Kentucky
2017,Notre Dame,1,Temple
2017,Notre Dame,2,Georgia
2017,Notre Dame,3,Boston College
2017,Notre Dame,4,Michigan State
2017,Notre Dame,5,"Miami, OH"
2017,Notre Dame,6,North Carolina
2017,Notre Dame,7,na 
2017,Notre Dame,8,USC
2017,Notre Dame,9,NC State
2017,Notre Dame,10,Wake Forest
2017,Notre Dame,11,Miami
2017,Notre Dame,12,Navy
2017,Notre Dame,13,Stanford
2017,Notre Dame,15,LSU
2017,Ohio,1,Hampton
2017,Ohio,2,Purdue
2017,Ohio  ,3,Kansas
2017,Ohio,4,Eastern Michigan
2017,Ohio,5,Massachusetts
2017,Ohio,6,Central Michigan
2017,Ohio,7,Bowling Green
2017,Ohio  ,8,Kent State
2017,Ohio,9,na 
2017,Ohio,10,"Miami, OH"
2017,Ohio,11,Toledo
2017,Ohio  ,12,Akron
2017,Ohio,13,Buffalo
2017,Ohio  ,15,UAB
2017,Ohio State,1,Indiana
2017,Ohio State,2,Oklahoma
2017,Ohio State,3,Army
2017,Ohio State,4,UNLV
2017,Ohio State,5,Rutgers
2017,Ohio State,6,Maryland
2017,Ohio State,7,Nebraska
2017,Ohio State,8,na 
2017,Ohio State,9,Penn State
2017,Ohio State,10,Iowa
2017,Ohio State,11,Michigan State
2017,Ohio State,12,Illinois
2017,Ohio State,13,Michigan
2017,Ohio State,14,Wisconsin
2017,Ohio State,15,USC
2017,Oklahoma,1,UTEP
2017,Oklahoma,2,Ohio State
2017,Oklahoma,3,Tulane
2017,Oklahoma,4,Baylor
2017,Oklahoma,5,na 
2017,Oklahoma  ,6,Iowa State
2017,Oklahoma,7,Texas
2017,Oklahoma,8,Kansas State
2017,Oklahoma,9,Texas Tech
2017,Oklahoma,10,Oklahoma State
2017,Oklahoma,11,TCU
2017,Oklahoma,12,Kansas
2017,Oklahoma,13,West Virginia
2017,Oklahoma,14,TCU
2017,Oklahoma  ,CFP,Georgia
2017,Oklahoma State,1,Tulsa
2017,Oklahoma State,2,South Alabama
2017,Oklahoma State,3,Pittsburgh
2017,Oklahoma State,4,TCU
2017,Oklahoma State,5,Texas Tech
2017,Oklahoma State,6,na 
2017,Oklahoma State,7,Baylor
2017,Oklahoma State,8,Texas
2017,Oklahoma State,9,West Virginia
2017,Oklahoma State,10,Oklahoma
2017,Oklahoma State,11,Iowa State
2017,Oklahoma State,12,Kansas State
2017,Oklahoma State,13,Kansas
2017,Oklahoma State,15,Virginia Tech
2017,Old Dominion,1,Albany
2017,Old Dominion,2,Massachusetts
2017,Old Dominion,3,North Carolina
2017,Old Dominion,4,Virginia Tech
2017,Old Dominion,5,na 
2017,Old Dominion,6,Florida Atlantic
2017,Old Dominion,7,Marshall
2017,Old Dominion,8,Western Kentucky
2017,Old Dominion,9,North Texas
2017,Old Dominion,10,Charlotte
2017,Old Dominion,11,FIU
2017,Old Dominion,12,Rice
2017,Old Dominion,13,Middle Tennessee
2017,Oregon,1,Southern Utah
2017,Oregon,2,Nebraska
2017,Oregon,3,Wyoming
2017,Oregon  ,4,Arizona State
2017,Oregon,5,California
2017,Oregon,6,Washington State
2017,Oregon,7,Stanford
2017,Oregon,8,UCLA
2017,Oregon,9,Utah
2017,Oregon,10,Washington
2017,Oregon,11,na 
2017,Oregon,12,Arizona
2017,Oregon,13,Oregon State
2017,Oregon  ,15,Boise State
2017,Oregon State,0,Colorado State
2017,Oregon State,1,Portland State
2017,Oregon State,2,Minnesota
2017,Oregon State,3,Washington State
2017,Oregon State,4,na 
2017,Oregon State,5,Washington
2017,Oregon State,6,USC
2017,Oregon State,7,Colorado
2017,Oregon State,8,na 
2017,Oregon State,9,Stanford
2017,Oregon State,10,California
2017,Oregon State,11,Arizona
2017,Oregon State,12,Arizona State
2017,Oregon State,13,Oregon
2017,Penn State,1,Akron
2017,Penn State,2,Pittsburgh
2017,Penn State,3,Georgia State
2017,Penn State,4,Iowa
2017,Penn State,5,Indiana
2017,Penn State,6,Northwestern
2017,Penn State,7,na 
2017,Penn State,8,Michigan
2017,Penn State,9,Ohio State
2017,Penn State,10,Michigan State
2017,Penn State,11,Rutgers
2017,Penn State,12,Nebraska
2017,Penn State,13,Maryland
2017,Penn State,15,Washington  
2017,Pittsburgh,1,Youngstown State
2017,Pittsburgh,2,Penn State
2017,Pittsburgh,3,Oklahoma State
2017,Pittsburgh,4,Georgia Tech
2017,Pittsburgh,5,Rice
2017,Pittsburgh,6,Syracuse
2017,Pittsburgh,7,NC State
2017,Pittsburgh,8,Duke
2017,Pittsburgh,9,Virginia
2017,Pittsburgh,10,na 
2017,Pittsburgh,11,North Carolina
2017,Pittsburgh,12,Virginia Tech
2017,Pittsburgh,13,Miami
2017,Purdue,1,Louisville
2017,Purdue,2,Ohio
2017,Purdue,3,Missouri
2017,Purdue,4,Michigan
2017,Purdue,5,na 
2017,Purdue,6,Minnesota
2017,Purdue,7,Wisconsin
2017,Purdue,8,Rutgers
2017,Purdue,9,Nebraska
2017,Purdue,10,Illinois
2017,Purdue,11,Northwestern
2017,Purdue,12,Iowa
2017,Purdue,13,Indiana
2017,Purdue,15,Arizona
2017,Rice,0,Stanford
2017,Rice,1,na 
2017,Rice,2,UTEP
2017,Rice,3,Houston
2017,Rice,4,FIU
2017,Rice,5,Pittsburgh
2017,Rice,6,Army
2017,Rice,7,na 
2017,Rice,8,UTSA
2017,Rice,9,Louisiana Tech
2017,Rice,10,UAB
2017,Rice,11,Southern Miss
2017,Rice,12,Old Dominion
2017,Rice,13,North Texas
2017,Rutgers,1,Washington
2017,Rutgers,2,Eastern Michigan
2017,Rutgers,3,Morgan State
2017,Rutgers,4,Nebraska
2017,Rutgers,5,Ohio State
2017,Rutgers,6,na 
2017,Rutgers,7,Illinois
2017,Rutgers,8,Purdue
2017,Rutgers,9,Michigan
2017,Rutgers,10,Maryland
2017,Rutgers,11,Penn State
2017,Rutgers,12,Indiana
2017,Rutgers,13,Michigan State
2017,San Diego State,1,California-Davis
2017,San Diego State,2,Arizona State
2017,San Diego State,3,Stanford
2017,San Diego State,4,Air Force
2017,San Diego State,5,Northern Illinois
2017,San Diego State,6,UNLV
2017,San Diego State,7,Boise State
2017,San Diego State,8,Fresno State
2017,San Diego State,9,Hawaii
2017,San Diego State,10,San Jose State
2017,San Diego State,11,na 
2017,San Diego State,12,Nevada
2017,San Diego State,13,New Mexico
2017,San Diego State,15,Army
2017,San Jose State,0,South Florida
2017,San Jose State,1,Cal Poly
2017,San Jose State,2,Texas
2017,San Jose State,3,Utah
2017,San Jose State,4,Utah State
2017,San Jose State,5,UNLV
2017,San Jose State,6,Fresno State
2017,San Jose State,7,Hawaii
2017,San Jose State,8,na 
2017,San Jose State,9,BYU
2017,San Jose State,10,San Diego State
2017,San Jose State,11,Nevada
2017,San Jose State,12,Colorado State
2017,San Jose State,13,Wyoming
2017,SMU,1,Stephen F. Austin
2017,SMU,2,North Texas
2017,SMU,3,TCU
2017,SMU,4,Arkansas State
2017,SMU,5,Connecticut
2017,SMU,6,Houston
2017,SMU,7,na 
2017,SMU,8,Cincinnati
2017,SMU,9,Tulsa
2017,SMU,10,UCF
2017,SMU,11,Navy
2017,SMU,12,Memphis
2017,SMU,13,Tulane
2017,SMU,15,Louisiana Tech
2017,South Alabama,1,Mississippi
2017,South Alabama,2,Oklahoma State
2017,South Alabama,3,Alabama A&M
2017,South Alabama,4,Idaho
2017,South Alabama,5,Louisiana Tech
2017,South Alabama,6,na 
2017,South Alabama,7,Troy
2017,South Alabama,8,Louisiana-Monroe
2017,South Alabama,9,Georgia State
2017,South Alabama,10,Louisiana-Lafayette
2017,South Alabama,11,Arkansas State
2017,South Alabama,12,Georgia Southern
2017,South Alabama,13,na 
2017,South Alabama,14,New Mexico State
2017,South Carolina,1,NC State
2017,South Carolina,2,Missouri
2017,South Carolina,3,Kentucky
2017,South Carolina,4,Louisiana Tech
2017,South Carolina,5,Texas A&M
2017,South Carolina,6,Arkansas
2017,South Carolina,7,Tennessee
2017,South Carolina,8,na 
2017,South Carolina,9,Vanderbilt
2017,South Carolina,10,Georgia
2017,South Carolina,11,Florida
2017,South Carolina,12,Wofford
2017,South Carolina,13,Clemson
2017,South Carolina,15,Michigan
2017,South Florida,0,San Jose State
2017,South Florida,1,Stony Brook
2017,South Florida,2,na 
2017,South Florida,3,Illinois
2017,South Florida,4,Temple
2017,South Florida,5,East Carolina
2017,South Florida,6,na 
2017,South Florida,7,Cincinnati
2017,South Florida,8,Tulane
2017,South Florida,9,Houston
2017,South Florida,10,Connecticut
2017,South Florida,11,na 
2017,South Florida,12,Tulsa
2017,South Florida,13,UCF
2017,South Florida,15,Texas Tech
2017,USC,1,Western Michigan
2017,USC,2,Stanford
2017,USC,3,Texas
2017,USC,4,California
2017,USC,5,Washington State
2017,USC,6,Oregon State
2017,USC,7,Utah
2017,USC,8,Notre Dame
2017,USC,9,Arizona State
2017,USC,10,Arizona
2017,USC,11,Colorado
2017,USC,12,UCLA
2017,USC,13,na 
2017,USC,14,Stanford
2017,USC,15,Ohio State
2017,Southern Miss,1,Kentucky
2017,Southern Miss,2,Southern
2017,Southern Miss,3,Louisiana-Monroe
2017,Southern Miss,4,na 
2017,Southern Miss,5,North Texas
2017,Southern Miss,6,UTSA
2017,Southern Miss,7,UTEP
2017,Southern Miss,8,Louisiana Tech
2017,Southern Miss,9,UAB
2017,Southern Miss,10,Tennessee
2017,Southern Miss,11,Rice
2017,Southern Miss,12,Charlotte
2017,Southern Miss,13,Marshall
2017,Southern Miss,15,Florida State
2017,Stanford,0,Rice
2017,Stanford,1,na 
2017,Stanford,2,USC
2017,Stanford,3,San Diego State
2017,Stanford,4,UCLA
2017,Stanford,5,Arizona State
2017,Stanford,6,Utah  
2017,Stanford,7,Oregon
2017,Stanford,8,na 
2017,Stanford,9,Oregon State
2017,Stanford,10,Washington State
2017,Stanford,11,Washington  
2017,Stanford,12,California
2017,Stanford,13,Notre Dame
2017,Stanford,14,USC
2017,Stanford,15,TCU
2017,Syracuse,1,Central Connecticut State
2017,Syracuse,2,Middle Tennessee
2017,Syracuse,3,Central Michigan
2017,Syracuse,4,LSU
2017,Syracuse,5,NC State
2017,Syracuse,6,Pittsburgh
2017,Syracuse,7,Clemson
2017,Syracuse,8,Miami
2017,Syracuse,9,na 
2017,Syracuse,10,Florida State
2017,Syracuse,11,Wake Forest
2017,Syracuse,12,Louisville
2017,Syracuse,13,Boston College
2017,TCU,1,Jackson State
2017,TCU,2,Arkansas
2017,TCU,3,SMU
2017,TCU,4,Oklahoma State
2017,TCU,5,na 
2017,TCU,6,West Virginia
2017,TCU,7,Kansas State
2017,TCU,8,Kansas
2017,TCU,9,Iowa State
2017,TCU,10,Texas
2017,TCU,11,Oklahoma
2017,TCU,12,Texas Tech
2017,TCU,13,Baylor
2017,TCU,14,Oklahoma
2017,TCU,15,Stanford
2017,Temple,1,Notre Dame
2017,Temple,2,Villanova
2017,Temple,3,Massachusetts
2017,Temple,4,South Florida
2017,Temple,5,Houston
2017,Temple,6,East Carolina
2017,Temple,7,Connecticut
2017,Temple,8,Army
2017,Temple,9,na 
2017,Temple,10,Navy
2017,Temple,11,Cincinnati
2017,Temple,12,UCF
2017,Temple,13,Tulsa
2017,Temple,15,FIU
2017,Tennessee,1,Georgia Tech
2017,Tennessee,2,Indiana State
2017,Tennessee,3,Florida
2017,Tennessee,4,Massachusetts
2017,Tennessee,5,Georgia
2017,Tennessee,6,na 
2017,Tennessee,7,South Carolina
2017,Tennessee,8,Alabama
2017,Tennessee,9,Kentucky
2017,Tennessee,10,Southern Miss
2017,Tennessee,11,Missouri
2017,Tennessee,12,LSU
2017,Tennessee,13,Vanderbilt
2017,Texas,1,Maryland
2017,Texas,2,San Jose State
2017,Texas,3,USC
2017,Texas,4,na 
2017,Texas,5,Iowa State
2017,Texas,6,Kansas State
2017,Texas,7,Oklahoma
2017,Texas,8,Oklahoma State
2017,Texas,9,Baylor
2017,Texas,10,TCU
2017,Texas,11,Kansas
2017,Texas,12,West Virginia
2017,Texas,13,Texas Tech
2017,Texas,15,Missouri
2017,Texas A&M,1,UCLA
2017,Texas A&M,2,Nicholls State
2017,Texas A&M,3,Louisiana-Lafayette
2017,Texas A&M,4,Arkansas
2017,Texas A&M,5,South Carolina
2017,Texas A&M,6,Alabama
2017,Texas A&M,7,Florida
2017,Texas A&M,8,na 
2017,Texas A&M,9,Mississippi State
2017,Texas A&M,10,Auburn
2017,Texas A&M,11,New Mexico
2017,Texas A&M,12,Mississippi
2017,Texas A&M,13,LSU
2017,Texas A&M,15,Wake Forest
2017,Texas State,1,Houston Baptist
2017,Texas State,2,Colorado
2017,Texas State,3,Appalachian State
2017,Texas State,4,UTSA
2017,Texas State,5,Wyoming
2017,Texas State,6,Louisiana-Monroe
2017,Texas State,7,Louisiana-Lafayette
2017,Texas State,8,na 
2017,Texas State,9,Coastal Carolina
2017,Texas State,10,New Mexico State
2017,Texas State,11,Georgia State
2017,Texas State,12,Arkansas State
2017,Texas State,13,Troy
2017,Texas Tech,1,Eastern Washington
2017,Texas Tech,2,na 
2017,Texas Tech,3,Arizona State
2017,Texas Tech,4,Houston
2017,Texas Tech,5,Oklahoma State
2017,Texas Tech,6,Kansas
2017,Texas Tech,7,West Virginia
2017,Texas Tech,8,Iowa State
2017,Texas Tech,9,Oklahoma
2017,Texas Tech,10,Kansas State
2017,Texas Tech,11,Baylor
2017,Texas Tech,12,TCU
2017,Texas Tech,13,Texas
2017,Texas Tech,15,South Florida
2017,Toledo,1,Elon
2017,Toledo,2,Nevada
2017,Toledo,3,Tulsa
2017,Toledo,4,Miami
2017,Toledo,5,na 
2017,Toledo,6,Eastern Michigan
2017,Toledo,7,Central Michigan
2017,Toledo,8,Akron
2017,Toledo,9,Ball State
2017,Toledo,10,Northern Illinois
2017,Toledo,11,Ohio
2017,Toledo,12,Bowling Green
2017,Toledo,13,Western Michigan
2017,Toledo,14,Akron
2017,Toledo,15,Appalachian State
2017,Troy,1,Boise State
2017,Troy,2,Alabama State
2017,Troy,3,New Mexico State
2017,Troy,4,Akron
2017,Troy,5,LSU
2017,Troy,6,na 
2017,Troy,7,South Alabama
2017,Troy,8,Georgia State
2017,Troy,9,Georgia Southern
2017,Troy,10,Idaho
2017,Troy,11,Coastal Carolina
2017,Troy,12,na 
2017,Troy,13,Texas State
2017,Troy,14,Arkansas State
2017,Troy,15,North Texas
2017,Tulane,1,Grambling State
2017,Tulane,2,Navy
2017,Tulane,3,Oklahoma
2017,Tulane,4,Army
2017,Tulane,5,na 
2017,Tulane,6,Tulsa
2017,Tulane,7,FIU
2017,Tulane,8,South Florida
2017,Tulane,9,Memphis
2017,Tulane,10,Cincinnati
2017,Tulane,11,East Carolina
2017,Tulane,12,Houston
2017,Tulane,13,SMU
2017,Tulsa,1,Oklahoma State
2017,Tulsa,2,Louisiana-Lafayette
2017,Tulsa,3,Toledo
2017,Tulsa,4,New Mexico
2017,Tulsa,5,Navy
2017,Tulsa,6,Tulane
2017,Tulsa,7,Houston
2017,Tulsa,8,Connecticut
2017,Tulsa,9,SMU
2017,Tulsa,10,Memphis
2017,Tulsa,11,na 
2017,Tulsa,12,South Florida
2017,Tulsa,13,Temple
2017,UAB,1,Alabama A&M
2017,UAB,2,Ball State
2017,UAB,3,Coastal Carolina
2017,UAB,4,North Texas
2017,UAB,5,na 
2017,UAB,6,Louisiana Tech
2017,UAB,7,Middle Tennessee
2017,UAB,8,Charlotte
2017,UAB,9,Southern Miss
2017,UAB,10,Rice
2017,UAB,11,UTSA
2017,UAB,12,Florida
2017,UAB,13,UTEP
2017,UAB,15,Ohio  
2017,UCF,1,FIU
2017,UCF,2,na 
2017,UCF,3,na 
2017,UCF,4,Maryland
2017,UCF,5,Memphis
2017,UCF,6,Cincinnati
2017,UCF,7,East Carolina
2017,UCF,8,Navy
2017,UCF,9,Austin Peay
2017,UCF,10,SMU
2017,UCF,11,Connecticut
2017,UCF,12,Connecticut
2017,UCF,13,South Florida
2017,UCF,14,Memphis
2017,UCF,15,Auburn
2017,UCLA,1,Texas A&M
2017,UCLA,2,Hawaii
2017,UCLA,3,Memphis
2017,UCLA,4,Stanford
2017,UCLA,5,Colorado
2017,UCLA,6,na 
2017,UCLA,7,Arizona
2017,UCLA,8,Oregon
2017,UCLA,9,Washington
2017,UCLA,10,Utah
2017,UCLA,11,Arizona State
2017,UCLA,12,USC
2017,UCLA,13,California
2017,UCLA,15,Kansas State
2017,UNLV,1,Howard
2017,UNLV,2,Idaho
2017,UNLV,3,na 
2017,UNLV,4,Ohio State
2017,UNLV,5,San Jose State
2017,UNLV,6,San Diego State
2017,UNLV,7,Air Force
2017,UNLV,8,Utah State
2017,UNLV,9,Fresno State
2017,UNLV,10,Hawaii
2017,UNLV,11,BYU
2017,UNLV,12,New Mexico
2017,UNLV,13,Nevada
2017,Utah,1,North Dakota
2017,Utah,2,BYU
2017,Utah,3,San Jose State
2017,Utah,4,Arizona
2017,Utah,5,na 
2017,Utah  ,6,Stanford
2017,Utah,7,USC
2017,Utah,8,Arizona State
2017,Utah,9,Oregon
2017,Utah,10,UCLA
2017,Utah,11,Washington State
2017,Utah,12,Washington
2017,Utah,13,Colorado
2017,Utah,15,West Virginia
2017,Utah State,1,Wisconsin
2017,Utah State,2,Idaho State
2017,Utah State,3,Wake Forest
2017,Utah State,4,San Jose State
2017,Utah State,5,BYU
2017,Utah State,6,Colorado State
2017,Utah State,7,Wyoming
2017,Utah State,8,UNLV
2017,Utah State,9,Boise State
2017,Utah State,10,New Mexico
2017,Utah State,11,na 
2017,Utah State,12,Hawaii
2017,Utah State,13,Air Force
2017,Utah State,15,New Mexico State
2017,UTEP,1,Oklahoma
2017,UTEP,2,Rice
2017,UTEP,3,Arizona
2017,UTEP,4,New Mexico State
2017,UTEP,5,Army
2017,UTEP,6,Western Kentucky
2017,UTEP,7,Southern Miss
2017,UTEP,8,na 
2017,UTEP,9,UTSA
2017,UTEP,10,Middle Tennessee
2017,UTEP,11,North Texas
2017,UTEP,12,Louisiana Tech
2017,UTEP,13,UAB
2017,UTSA,1,na 
2017,UTSA,2,Baylor
2017,UTSA,3,Southern
2017,UTSA,4,Texas State
2017,UTSA,5,na 
2017,UTSA,6,Southern Miss
2017,UTSA,7,North Texas
2017,UTSA,8,Rice
2017,UTSA,9,UTEP
2017,UTSA,10,FIU
2017,UTSA,11,UAB
2017,UTSA,12,Marshall
2017,UTSA,13,Louisiana Tech
2017,Vanderbilt,1,Middle Tennessee
2017,Vanderbilt,2,Alabama A&M
2017,Vanderbilt,3,Kansas State
2017,Vanderbilt,4,Alabama
2017,Vanderbilt,5,Florida
2017,Vanderbilt,6,Georgia
2017,Vanderbilt,7,Mississippi
2017,Vanderbilt,8,na 
2017,Vanderbilt,9,South Carolina
2017,Vanderbilt,10,Western Kentucky
2017,Vanderbilt,11,Kentucky
2017,Vanderbilt,12,Missouri
2017,Vanderbilt,13,Tennessee
2017,Virginia,1,William & Mary
2017,Virginia,2,Indiana
2017,Virginia  ,3,Connecticut
2017,Virginia,4,Boise State
2017,Virginia,5,na 
2017,Virginia,6,Duke
2017,Virginia  ,7,North Carolina
2017,Virginia,8,Boston College
2017,Virginia,9,Pittsburgh
2017,Virginia,10,Georgia Tech
2017,Virginia,11,Louisville
2017,Virginia,12,Miami
2017,Virginia,13,Virginia Tech
2017,Virginia,15,Navy
2017,Virginia Tech,1,West Virginia
2017,Virginia Tech,2,Delaware
2017,Virginia Tech,3,East Carolina
2017,Virginia Tech,4,Old Dominion
2017,Virginia Tech,5,Clemson
2017,Virginia Tech,6,Boston College
2017,Virginia Tech,7,na 
2017,Virginia Tech,8,North Carolina
2017,Virginia Tech,9,Duke
2017,Virginia Tech,10,Miami
2017,Virginia Tech,11,Georgia Tech
2017,Virginia Tech,12,Pittsburgh
2017,Virginia Tech,13,Virginia
2017,Virginia Tech,15,Oklahoma State
2017,Western Kentucky,1,Eastern Kentucky
2017,Western Kentucky,2,Illinois
2017,Western Kentucky,3,Louisiana Tech
2017,Western Kentucky,4,Ball State
2017,Western Kentucky,5,na 
2017,Western Kentucky,6,UTEP
2017,Western Kentucky,7,Charlotte
2017,Western Kentucky,8,Old Dominion
2017,Western Kentucky,9,Florida Atlantic
2017,Western Kentucky,10,Vanderbilt
2017,Western Kentucky,11,Marshall
2017,Western Kentucky,12,Middle Tennessee
2017,Western Kentucky,13,FIU
2017,Western Kentucky,15,Georgia State
2017,Western Michigan,1,USC
2017,Western Michigan,2,Michigan State
2017,Western Michigan,3,Idaho
2017,Western Michigan,4,Wagner
2017,Western Michigan,5,Ball State
2017,Western Michigan,6,Buffalo
2017,Western Michigan,7,Akron
2017,Western Michigan,8,Eastern Michigan
2017,Western Michigan,9,na 
2017,Western Michigan,10,Central Michigan
2017,Western Michigan,11,Kent State
2017,Western Michigan,12,Northern Illinois
2017,Western Michigan,13,Toledo
2017,Wake Forest,1,Presbyterian
2017,Wake Forest,2,Boston College
2017,Wake Forest,3,Utah State
2017,Wake Forest,4,Appalachian State
2017,Wake Forest,5,Florida State
2017,Wake Forest,6,Clemson
2017,Wake Forest,7,na 
2017,Wake Forest,8,Georgia Tech
2017,Wake Forest,9,Louisville
2017,Wake Forest,10,Notre Dame
2017,Wake Forest,11,Syracuse
2017,Wake Forest,12,NC State
2017,Wake Forest,13,Duke
2017,Wake Forest,15,Texas A&M
2017,Washington,1,Rutgers
2017,Washington,2,Montana
2017,Washington,3,Fresno State
2017,Washington,4,Colorado
2017,Washington,5,Oregon State
2017,Washington,6,California
2017,Washington,7,Arizona State
2017,Washington,8,na 
2017,Washington,9,UCLA
2017,Washington,10,Oregon
2017,Washington  ,11,Stanford
2017,Washington,12,Utah
2017,Washington,13,Washington State
2017,Washington  ,15,Penn State
2017,Washington State,1,Montana State
2017,Washington State,2,Boise State
2017,Washington State,3,Oregon State
2017,Washington State,4,Nevada
2017,Washington State,5,USC
2017,Washington State,6,Oregon
2017,Washington State,7,California
2017,Washington State,8,Colorado
2017,Washington State,9,Arizona
2017,Washington State,10,Stanford
2017,Washington State,11,Utah
2017,Washington State,12,na 
2017,Washington State,13,Washington
2017,Washington State,15,Michigan State
2017,West Virginia,1,Virginia Tech
2017,West Virginia,2,East Carolina
2017,West Virginia,3,Delaware State
2017,West Virginia,4,Kansas
2017,West Virginia,5,na 
2017,West Virginia,6,TCU
2017,West Virginia,7,Texas Tech
2017,West Virginia,8,Baylor
2017,West Virginia,9,Oklahoma State
2017,West Virginia,10,Iowa State
2017,West Virginia,11,Kansas State
2017,West Virginia,12,Texas
2017,West Virginia,13,Oklahoma
2017,West Virginia,15,Utah
2017,Wisconsin,1,Utah State
2017,Wisconsin,2,Florida Atlantic
2017,Wisconsin,3,BYU
2017,Wisconsin,4,na 
2017,Wisconsin,5,Northwestern
2017,Wisconsin,6,Nebraska
2017,Wisconsin,7,Purdue
2017,Wisconsin,8,Maryland
2017,Wisconsin,9,Illinois
2017,Wisconsin,10,Indiana
2017,Wisconsin,11,Iowa
2017,Wisconsin,12,Michigan  
2017,Wisconsin,13,Minnesota
2017,Wisconsin,14,Ohio State
2017,Wisconsin,15,Miami
2017,Wyoming,1,Iowa
2017,Wyoming,2,Gardner-Webb
2017,Wyoming,3,Oregon
2017,Wyoming,4,Hawaii
2017,Wyoming,5,Texas State
2017,Wyoming,6,na 
2017,Wyoming,7,Utah State
2017,Wyoming,8,Boise State
2017,Wyoming,9,New Mexico
2017,Wyoming,10,Colorado State
2017,Wyoming,11,Air Force
2017,Wyoming,12,Fresno State
2017,Wyoming,13,San Jose State
2017,Wyoming,15,Central Michigan
2018,Air Force,1,Stony Brook
2018,Air Force,2,Florida Atlantic
2018,Air Force,3,na 
